Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-08-31,0.0,0.350259,5658000000.0,570000000.0,4411000000.0,22334000000.0,5658000000.0,1247000000.0,-274000000.0,282000000.0,8000000.0,570000000.0,570000000.0,50467000000.0,1239000000.0,37873754.0,37873754.0,15.05,15.05,570000000.0,570000000.0,0.0,570000000.0,-57000000.0,627000000.0,627000000.0,338000000.0,965000000.0,-274000000.0,282000000.0,8000000.0,1244000000.0,28133000000.0,361000000.0,27879000000.0,27879000000.0,29377000000.0,22334000000.0,51711000000.0,51711000000.0
2024-05-31,0.0,0.255563,11011000000.0,4099000000.0,4351000000.0,22423000000.0,11011000000.0,6660000000.0,-269000000.0,278000000.0,9000000.0,4099000000.0,4099000000.0,51725000000.0,6651000000.0,34032157.0,34032157.0,117.89,117.89,4099000000.0,4099000000.0,0.0,4099000000.0,-652000000.0,4751000000.0,4751000000.0,1631000000.0,6382000000.0,-269000000.0,278000000.0,9000000.0,6677000000.0,29302000000.0,144000000.0,29443000000.0,29443000000.0,35979000000.0,22423000000.0,58401000000.0,58401000000.0
