Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,61841270.0,61841270.0,47.25,47.25,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-51959742.351047,0.316828,5138000000.0,-164000000.0,-164000000.0,3165000000.0,39782000000.0,4974000000.0,4974000000.0,-3000000.0,6000000.0,3000000.0,3277040257.648953,3165000000.0,57956000000.0,5036000000.0,,,,,3165000000.0,3165000000.0,0.0,3165000000.0,-228000000.0,3394000000.0,3394000000.0,1574000000.0,4968000000.0,82000000.0,-164000000.0,164000000.0,-3000000.0,6000000.0,3000000.0,5037000000.0,18174000000.0,23211000000.0,39782000000.0,62993000000.0,62993000000.0
2024-05-31,-4702380.952381,0.313492,4305000000.0,-15000000.0,-15000000.0,2769000000.0,36187000000.0,4290000000.0,4290000000.0,-4000000.0,6000000.0,2000000.0,2779297619.047619,2769000000.0,53526000000.0,4134000000.0,72165754.0,72165754.0,38.37,38.37,2769000000.0,2769000000.0,0.0,2769000000.0,-172000000.0,2941000000.0,2941000000.0,1343000000.0,4284000000.0,165000000.0,-15000000.0,15000000.0,-4000000.0,6000000.0,2000000.0,4135000000.0,17339000000.0,21474000000.0,36187000000.0,57662000000.0,57662000000.0
