Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.266573,590000000.0,519000000.0,604000000.0,590000000.0,590000000.0,16000000.0,16000000.0,519000000.0,519000000.0,1335000000.0,591000000.0,519000000.0,519000000.0,0.0,519000000.0,519000000.0,520000000.0,189000000.0,709000000.0,2000000.0,16000000.0,16000000.0,590000000.0,731000000.0,1321000000.0,604000000.0,1926000000.0,1926000000.0
