Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.290353,525673000.0,479673000.0,16894000.0,955643000.0,525673000.0,508779000.0,1777000.0,1777000.0,479673000.0,479673000.0,1553467000.0,508779000.0,479673000.0,479673000.0,0.0,479673000.0,479673000.0,479673000.0,196259000.0,675932000.0,2313000.0,1777000.0,1777000.0,508779000.0,597824000.0,1106603000.0,955643000.0,2062246000.0,2062246000.0
