Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-12-31,-93103178.748717,0.380028,1679375000.0,-244990000.0,-244990000.0,885313000.0,10479628000.0,1434385000.0,1434385000.0,3305000.0,2095000.0,5400000.0,1037199821.251283,885313000.0,15375133000.0,1594194000.0,,,,,885313000.0,885313000.0,0.0,885313000.0,-2666000.0,887980000.0,887979000.0,544311000.0,1432290000.0,11880000.0,177643000.0,-177643000.0,,3305000.0,2095000.0,5400000.0,1594194000.0,4895505000.0,6489699000.0,10479628000.0,16969328000.0,16969328000.0
2024-09-30,534833077.708587,0.336788,108969000.0,1588041000.0,1588041000.0,1132369000.0,9792868000.0,1697010000.0,1697010000.0,4532000.0,2178000.0,6710000.0,79161077.708587,1132369000.0,14870613000.0,187358000.0,38126902.0,38126902.0,29.7,29.7,1132369000.0,1132369000.0,0.0,1132369000.0,8336000.0,1124032000.0,1124033000.0,570799000.0,1694832000.0,29634000.0,1588041000.0,-1588041000.0,0.0,4532000.0,2178000.0,6710000.0,187359000.0,5077745000.0,5265104000.0,9792868000.0,15057972000.0,15057972000.0
2024-06-30,54757800.0,0.232,65168000.0,236025000.0,236025000.0,62582000.0,9956082000.0,301193000.0,301193000.0,-5000.0,4613000.0,4608000.0,-118685200.0,62582000.0,14949175000.0,-18556000.0,,,,,62582000.0,62582000.0,0.0,62582000.0,8173000.0,54409000.0,54408000.0,242172000.0,296580000.0,6605000.0,280763000.0,-291353000.0,10590000.0,-5000.0,4613000.0,4608000.0,-18556000.0,4993093000.0,4974537000.0,9956082000.0,14930618000.0,14930618000.0
