Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.243243,-69000000.0,27000000.0,1730000000.0,-69000000.0,-69000000.0,6000000.0,6000000.0,27000000.0,27000000.0,1969000000.0,-68000000.0,27000000.0,27000000.0,0.0,27000000.0,0.0,28000000.0,28000000.0,9000000.0,37000000.0,6000000.0,6000000.0,6000000.0,-69000000.0,239000000.0,170000000.0,1730000000.0,1900000000.0,1900000000.0
