Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,35135862.0,35135862.0,37.17,37.17,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-10904000.0,0.232,148000000.0,-47000000.0,-47000000.0,254000000.0,12595000000.0,101000000.0,101000000.0,16000000.0,2000000.0,18000000.0,290096000.0,254000000.0,23098000000.0,76000000.0,,,,,254000000.0,254000000.0,0.0,254000000.0,149000000.0,104000000.0,105000000.0,-6000000.0,99000000.0,125000000.0,-47000000.0,4000000.0,29000000.0,14000000.0,16000000.0,2000000.0,18000000.0,76000000.0,10503000000.0,10579000000.0,12595000000.0,23174000000.0,23174000000.0
2024-05-31,-1509838.998211,0.25164,1685000000.0,-6000000.0,-6000000.0,1334000000.0,13067000000.0,1679000000.0,1679000000.0,21000000.0,2000000.0,23000000.0,1338490161.001789,1334000000.0,24141000000.0,1538000000.0,35151515.0,35142255.0,37.95,37.96,1334000000.0,1334000000.0,0.0,1334000000.0,79000000.0,1255000000.0,1255000000.0,422000000.0,1677000000.0,50000000.0,-6000000.0,-47000000.0,47000000.0,6000000.0,21000000.0,2000000.0,23000000.0,1538000000.0,11074000000.0,12612000000.0,13067000000.0,25680000000.0,25680000000.0
