Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,-271588000.0,-280542000.0,245839000.0,-271588000.0,-271588000.0,-7131000.0,529000.0,0.0,-280542000.0,-280542000.0,444972000.0,-90533000.0,-280542000.0,-280542000.0,0.0,-280542000.0,-280542000.0,-280542000.0,8425000.0,-272117000.0,1033000.0,-7131000.0,529000.0,0.0,-90534000.0,199133000.0,108599000.0,245839000.0,354439000.0,354439000.0
