Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-10-31,,,,,,,,,,,,,,,,,321442191.0,317738940.0,4.29,4.34,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,,,,,,,,,,,,,,,,,317598165.0,317598165.0,4.36,4.36,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,11844064.0,0.232,1096834000.0,51052000.0,51052000.0,1609682000.0,4852212000.0,1147886000.0,1147886000.0,-25743000.0,27958000.0,2215000.0,1570474064.0,1609682000.0,6511936000.0,1082595000.0,,,,,1609682000.0,1609682000.0,0.0,1609682000.0,93512000.0,1516171000.0,1516171000.0,-396243000.0,1119928000.0,4294000.0,51052000.0,-65248000.0,,-25743000.0,27958000.0,2215000.0,1082595000.0,1659724000.0,2742319000.0,4852212000.0,7594532000.0,7594532000.0
2024-04-30,23691628.666125,0.281691,2129557000.0,84105000.0,84105000.0,1187839000.0,5480965000.0,2213662000.0,2213662000.0,-32825000.0,34658000.0,1833000.0,1127425628.666125,1187839000.0,7040278000.0,2102538000.0,,,,,1187839000.0,1187839000.0,0.0,1187839000.0,-377360000.0,1565198000.0,1565198000.0,613806000.0,2179004000.0,3528000.0,-7611000.0,7611000.0,0.0,-32825000.0,34658000.0,1833000.0,2102539000.0,1559313000.0,3661852000.0,5480965000.0,9142816000.0,9142816000.0
