Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,43361907.0,43361907.0,47.83,47.83,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-4117647.058824,0.294118,2638000000.0,-14000000.0,-14000000.0,1838000000.0,15456000000.0,2624000000.0,2624000000.0,-1000000.0,6000000.0,5000000.0,1847882352.941176,1838000000.0,35610000000.0,2747000000.0,,,,,1838000000.0,1838000000.0,0.0,1838000000.0,-8000000.0,1847000000.0,1848000000.0,770000000.0,2618000000.0,26000000.0,-14000000.0,-20000000.0,34000000.0,-1000000.0,6000000.0,5000000.0,2747000000.0,20154000000.0,22901000000.0,15456000000.0,38357000000.0,38357000000.0
2024-05-31,52708168.843,0.274522,3106000000.0,192000000.0,192000000.0,2379000000.0,14357000000.0,3298000000.0,3298000000.0,-2000000.0,5000000.0,3000000.0,2239708168.843,2379000000.0,33924000000.0,2981000000.0,43818000.0,43818000.0,54.3,54.3,2379000000.0,2379000000.0,0.0,2379000000.0,-10000000.0,2389000000.0,2389000000.0,904000000.0,3293000000.0,34000000.0,192000000.0,-221000000.0,29000000.0,-2000000.0,5000000.0,3000000.0,2982000000.0,19567000000.0,22549000000.0,14357000000.0,36906000000.0,36906000000.0
