Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
2025-09-30,66172284.0,66172284.0,,
2024-09-30,66130245.0,66130245.0,9.798845,9.798845
2024-06-30,66194030.0,65947955.0,13.4,13.45
