Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue
2024-04-30,0.0,0.030585,55152000.0,53056000.0,55152000.0,55152000.0,-710000.0,420000.0,53056000.0,53056000.0,257504000.0,55324000.0,53056000.0,53056000.0,0.0,53056000.0,53056000.0,53058000.0,1674000.0,54732000.0,-710000.0,292000.0,420000.0,55323000.0,257504000.0,257504000.0,312827000.0,312827000.0
