Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,-168392000.0,-173188000.0,9464000.0,-168392000.0,-168392000.0,-4158000.0,4176000.0,18000.0,-173188000.0,-173188000.0,205885000.0,-180429000.0,-173188000.0,-173188000.0,0.0,-173188000.0,-173188000.0,-173187000.0,619000.0,-172568000.0,630000.0,-4158000.0,4176000.0,18000.0,-180430000.0,196421000.0,15991000.0,9464000.0,25456000.0,25456000.0
