Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,,,169549919.0,169549919.0,68.21,68.21,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-51956388.206388,0.346376,19619000000.0,-150000000.0,-150000000.0,10336000000.0,3164000000.0,41865000000.0,19469000000.0,16305000000.0,61000000.0,25000000.0,86000000.0,10434043611.793612,10336000000.0,61364000000.0,2234000000.0,16339000000.0,,,,,10336000000.0,10336000000.0,0.0,10336000000.0,-305000000.0,10640000000.0,10641000000.0,5639000000.0,16280000000.0,108000000.0,-150000000.0,150000000.0,61000000.0,25000000.0,86000000.0,16340000000.0,19499000000.0,7892000000.0,2480000000.0,2480000000.0,2234000000.0,35839000000.0,41865000000.0,77705000000.0,77705000000.0
2024-05-31,3155637.359815,0.286876,26384000000.0,11000000.0,11000000.0,16149000000.0,3020000000.0,42606000000.0,26395000000.0,23375000000.0,43000000.0,13000000.0,56000000.0,16141155637.359816,16149000000.0,61396000000.0,2255000000.0,24576000000.0,171670033.0,171670033.0,94.07,94.07,16149000000.0,16149000000.0,0.0,16149000000.0,-510000000.0,16660000000.0,16660000000.0,6702000000.0,23362000000.0,131000000.0,11000000.0,-11000000.0,43000000.0,13000000.0,56000000.0,24580000000.0,18790000000.0,7016000000.0,2672000000.0,2672000000.0,2255000000.0,43370000000.0,42606000000.0,85976000000.0,85976000000.0
