Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-11-30,,,,,,,,,,,,,,,,,530997110.0,530486044.0,41.52,41.56,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-229633070.134696,0.0598,13041000000.0,-3840000000.0,-3840000000.0,8059000000.0,79692000000.0,9201000000.0,9201000000.0,-465000000.0,589000000.0,124000000.0,11669366929.865305,8059000000.0,152312000000.0,13666000000.0,,,,,8059000000.0,8059000000.0,0.0,8059000000.0,-38000000.0,8097000000.0,8097000000.0,515000000.0,8612000000.0,-92000000.0,-3840000000.0,-160000000.0,4000000000.0,-465000000.0,589000000.0,124000000.0,13666000000.0,72620000000.0,86286000000.0,79692000000.0,165978000000.0,165978000000.0
2024-05-31,2748645891.724443,0.345221,19779000000.0,7962000000.0,7962000000.0,17735000000.0,85274000000.0,27741000000.0,27741000000.0,-415000000.0,625000000.0,210000000.0,12521645891.724443,17735000000.0,157490000000.0,18370000000.0,,,,,17735000000.0,17735000000.0,0.0,17735000000.0,-20000000.0,17754000000.0,17755000000.0,9361000000.0,27116000000.0,-6000000.0,7962000000.0,-7962000000.0,0.0,-415000000.0,625000000.0,210000000.0,18370000000.0,72216000000.0,90586000000.0,85274000000.0,175860000000.0,175860000000.0
