Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.256132,431064000.0,204697000.0,155851000.0,12008959000.0,431064000.0,275213000.0,-35000.0,35000.0,0.0,204697000.0,204697000.0,12947608000.0,273638000.0,204697000.0,204697000.0,0.0,204697000.0,204697000.0,204696000.0,70482000.0,275178000.0,1373000.0,-35000.0,35000.0,0.0,273639000.0,938649000.0,1212288000.0,12008959000.0,13221247000.0,13221247000.0
