Date,Open,High,Low,Close,Volume
2001-01-01 00:00:00+09:00,349.0244140625,349.0244140625,349.0244140625,349.0244140625,0
2001-01-02 00:00:00+09:00,349.0244140625,349.0244140625,349.0244140625,349.0244140625,0
2001-01-03 00:00:00+09:00,349.0244140625,349.0244140625,349.0244140625,349.0244140625,0
2001-01-04 00:00:00+09:00,341.26831597222224,349.0244140625,341.26831597222224,349.0244140625,7750
2001-01-05 00:00:00+09:00,352.9024603340063,356.7805093486657,345.1463623046875,345.1463623046875,9750
2001-01-08 00:00:00+09:00,345.1463623046875,345.1463623046875,345.1463623046875,345.1463623046875,0
2001-01-09 00:00:00+09:00,345.1463650173611,360.6585611979167,341.26831597222224,349.0244140625,17750
2001-01-10 00:00:00+09:00,349.0244140625,356.78051215277776,349.0244140625,349.0244140625,21750
2001-01-11 00:00:00+09:00,349.024392404864,368.4146364273564,349.024392404864,360.6585388183594,16000
2001-01-12 00:00:00+09:00,360.6585611979167,360.6585611979167,349.0244140625,349.0244140625,13250
2001-01-15 00:00:00+09:00,349.0244059659997,380.0487976074219,349.0244059659997,380.0487976074219,25750
2001-01-16 00:00:00+09:00,391.6829523359026,461.4878349304199,391.6829523359026,434.3414916992188,102500
2001-01-17 00:00:00+09:00,449.8536730614778,453.7317219671802,399.4390372873467,414.95123291015625,122000
2001-01-18 00:00:00+09:00,418.82928746774655,426.585385383816,414.9512385097119,422.7073364257813,25000
2001-01-19 00:00:00+09:00,418.8292729304387,426.58537057729865,403.3170776367188,403.3170776367188,42250
2001-01-22 00:00:00+09:00,407.1951378716363,426.5853825321904,403.31708893952543,418.8292846679688,17750
2001-01-23 00:00:00+09:00,426.58537057729865,426.58537057729865,403.3170776367188,403.3170776367188,21000
2001-01-24 00:00:00+09:00,407.1951378716363,418.8292846679688,395.5609910753038,418.8292846679688,35750
2001-01-25 00:00:00+09:00,418.82928746774655,422.7073364257813,411.0731895516772,422.7073364257813,22250
2001-01-26 00:00:00+09:00,418.8292846679688,418.8292846679688,414.9512357358579,418.8292846679688,26750
2001-01-29 00:00:00+09:00,414.95123291015625,418.8292818158587,414.95123291015625,414.95123291015625,17000
2001-01-30 00:00:00+09:00,414.95123108431824,469.2439155252571,414.95123108431824,453.7317199707031,120500
2001-01-31 00:00:00+09:00,453.73171113666734,453.73171113666734,430.4634182578639,442.0975646972656,38250
2001-02-01 00:00:00+09:00,438.2195407322475,442.0975897652762,426.5853936331612,434.3414916992188,20750
2001-02-02 00:00:00+09:00,426.58538818359375,434.3414861505682,418.8292902166193,426.58538818359375,30250
2001-02-05 00:00:00+09:00,411.07319489900055,438.2195379583685,411.07319489900055,430.4634399414063,16250
2001-02-06 00:00:00+09:00,426.58538818359375,442.0975841175426,411.0731922496449,426.58538818359375,9750
2001-02-07 00:00:00+09:00,430.46342554632224,430.46342554632224,411.07318115234375,411.07318115234375,13000
2001-02-08 00:00:00+09:00,438.2195351340554,438.2195351340554,407.1951432661577,426.58538818359375,48000
2001-02-09 00:00:00+09:00,422.7073248000372,422.7073248000372,407.1951293945313,407.1951293945313,27000
2001-02-12 00:00:00+09:00,407.1951293945313,407.1951293945313,407.1951293945313,407.1951293945313,0
2001-02-13 00:00:00+09:00,426.5853856404623,465.3658752441406,414.9512387593588,465.3658752441406,127500
2001-02-14 00:00:00+09:00,465.3658636685076,465.3658636685076,445.9756193489864,449.8536682128906,75250
2001-02-15 00:00:00+09:00,461.4878262837728,465.3658752441406,453.7317283630371,465.3658752441406,49000
2001-02-16 00:00:00+09:00,457.6097599498012,461.4878087629352,442.0975646972656,442.0975646972656,102000
2001-02-19 00:00:00+09:00,442.097561726528,442.097561726528,426.58536657822873,438.2195129394531,9250
2001-02-20 00:00:00+09:00,430.4634343418506,430.4634343418506,414.9512385097119,422.7073364257813,33000
2001-02-21 00:00:00+09:00,426.5853766675265,426.5853766675265,411.07318115234375,411.07318115234375,30750
2001-02-22 00:00:00+09:00,411.0731868037471,422.7073336000796,411.0731868037471,418.8292846679688,12000
2001-02-23 00:00:00+09:00,418.8292846679688,422.7073336000796,411.0731868037471,418.8292846679688,12250
2001-02-26 00:00:00+09:00,414.95123003113946,414.95123003113946,411.07318115234375,411.07318115234375,21000
