Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,254380005.0,254133333.0,41.21,41.25,,,,,,,,,,,,,,,,,,,,,
2024-08-31,0.0,0.21094,35227000000.0,17777000000.0,11518000000.0,52746000000.0,35227000000.0,23709000000.0,-858000000.0,1077000000.0,219000000.0,17777000000.0,17777000000.0,84670000000.0,23228000000.0,257899318.0,257712380.0,68.93,68.98,17777000000.0,17777000000.0,0.0,17777000000.0,-79000000.0,17857000000.0,17858000000.0,4774000000.0,22632000000.0,-858000000.0,1077000000.0,219000000.0,23228000000.0,31924000000.0,1473000000.0,39079000000.0,39079000000.0,55152000000.0,52746000000.0,107898000000.0,107898000000.0
2024-05-31,0.0,0.271448,28026000000.0,11316000000.0,11326000000.0,48174000000.0,28026000000.0,16700000000.0,-864000000.0,1069000000.0,205000000.0,11316000000.0,11316000000.0,85333000000.0,16136000000.0,262586339.0,262513081.0,43.1,43.11,11316000000.0,11316000000.0,0.0,11316000000.0,-70000000.0,11387000000.0,11388000000.0,4243000000.0,15631000000.0,-864000000.0,1069000000.0,205000000.0,16135000000.0,37159000000.0,545000000.0,36891000000.0,36891000000.0,53294000000.0,48174000000.0,101469000000.0,101469000000.0
