Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,16978125.0,16978125.0,9.28,9.28,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-9052480.292851,0.216478,-370401000.0,-41817000.0,-41817000.0,-321672000.0,6381884000.0,-412218000.0,-412218000.0,-5776000.0,5879000.0,103000.0,-288907480.292851,-321672000.0,7631999000.0,-402973000.0,,,,,-321672000.0,-321672000.0,0.0,-321672000.0,5917000.0,-327588000.0,-327588000.0,-90509000.0,-418097000.0,9944000.0,-41817000.0,16659000.0,25600000.0,-442000.0,-5776000.0,5879000.0,103000.0,-402973000.0,1250115000.0,847142000.0,6381884000.0,7229026000.0,7229026000.0
2024-05-31,-32748954.697181,0.156411,-127123000.0,-209378000.0,-209378000.0,-276846000.0,6727336000.0,-336501000.0,-336501000.0,-4967000.0,5023000.0,56000.0,-100216954.697181,-276846000.0,8263410000.0,-128514000.0,16984417.0,16984417.0,-16.3,-16.3,-276846000.0,-276846000.0,0.0,-276846000.0,11258000.0,-288105000.0,-288106000.0,-53418000.0,-341524000.0,13521000.0,-209378000.0,164548000.0,31538000.0,13292000.0,-4967000.0,5023000.0,56000.0,-128514000.0,1536074000.0,1407560000.0,6727336000.0,8134896000.0,8134896000.0
