Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,69103691.0,69103691.0,28.45,28.45,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-11329201.101928,0.064738,-1264000000.0,-175000000.0,-175000000.0,-1337000000.0,17414000000.0,-1439000000.0,-1439000000.0,-2000000.0,13000000.0,11000000.0,-1173329201.101928,-1337000000.0,37176000000.0,-1239000000.0,,,,,-1337000000.0,-1337000000.0,0.0,-1337000000.0,22000000.0,-1359000000.0,-1358000000.0,-94000000.0,-1452000000.0,-8000000.0,-170000000.0,159000000.0,11000000.0,-2000000.0,13000000.0,11000000.0,-1241000000.0,19762000000.0,18521000000.0,17414000000.0,35935000000.0,35935000000.0
2024-05-31,70064000.0,0.232,1120000000.0,302000000.0,302000000.0,546000000.0,17261000000.0,1422000000.0,1422000000.0,0.0,11000000.0,11000000.0,314064000.0,546000000.0,38275000000.0,1018000000.0,74897119.0,74897119.0,7.29,7.29,546000000.0,546000000.0,0.0,546000000.0,9000000.0,536000000.0,536000000.0,875000000.0,1411000000.0,84000000.0,-34000000.0,11000000.0,23000000.0,0.0,11000000.0,11000000.0,1019000000.0,21014000000.0,22033000000.0,17261000000.0,39295000000.0,39295000000.0
