Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,173627467.0,173627467.0,30.145,30.145,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-56352558.139535,0.354419,5561000000.0,-159000000.0,-159000000.0,3470000000.0,22414000000.0,5402000000.0,5402000000.0,-26000000.0,27000000.0,1000000.0,3572647441.860465,3470000000.0,44317000000.0,5500000000.0,,,,,3470000000.0,3470000000.0,0.0,3470000000.0,0.0,3470000000.0,3470000000.0,1905000000.0,5375000000.0,4000000.0,-159000000.0,19000000.0,140000000.0,-26000000.0,27000000.0,1000000.0,5501000000.0,21903000000.0,27404000000.0,22414000000.0,49818000000.0,49818000000.0
2024-05-31,-35210576.314123,0.335339,6445000000.0,-105000000.0,-105000000.0,4198000000.0,22172000000.0,6340000000.0,6340000000.0,-24000000.0,24000000.0,0.0,4267789423.685877,4198000000.0,45135000000.0,6306000000.0,173614557.0,173614557.0,24.18,24.18,4198000000.0,4198000000.0,0.0,4198000000.0,0.0,4198000000.0,4198000000.0,2118000000.0,6316000000.0,17000000.0,-105000000.0,26000000.0,79000000.0,-24000000.0,24000000.0,0.0,6306000000.0,22963000000.0,29269000000.0,22172000000.0,51441000000.0,51441000000.0
