Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-03-31,,,,,,,,,,,,,,,,,74290942.0,74290942.0,21.86,21.86,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,-667790354.182366,0.287717,8961000000.0,-2321000000.0,-2321000000.0,4723000000.0,26234000000.0,6640000000.0,6640000000.0,43000000.0,5000000.0,48000000.0,6376209645.817634,4723000000.0,43249000000.0,7884000000.0,,,,,4723000000.0,4723000000.0,0.0,4723000000.0,-3000000.0,4725000000.0,4726000000.0,1909000000.0,6635000000.0,273000000.0,-2956000000.0,2942000000.0,14000000.0,43000000.0,5000000.0,48000000.0,7893000000.0,17015000000.0,24908000000.0,26234000000.0,51141000000.0,51141000000.0
2024-09-30,-558165804.140127,0.221935,7545000000.0,-2515000000.0,-2515000000.0,3908000000.0,19384000000.0,5030000000.0,5030000000.0,33000000.0,6000000.0,39000000.0,5864834195.859873,3908000000.0,33818000000.0,7505000000.0,,,,,3908000000.0,3908000000.0,0.0,3908000000.0,,3910000000.0,3909000000.0,1115000000.0,5024000000.0,477000000.0,-2515000000.0,2462000000.0,53000000.0,33000000.0,6000000.0,39000000.0,7504000000.0,14434000000.0,21938000000.0,19384000000.0,41323000000.0,41323000000.0
2024-06-30,-1348424514.200299,0.310912,5019000000.0,-4337000000.0,-4337000000.0,460000000.0,16845000000.0,682000000.0,682000000.0,38000000.0,13000000.0,51000000.0,3448575485.799701,460000000.0,32208000000.0,4443000000.0,,,,,460000000.0,460000000.0,0.0,460000000.0,,460000000.0,461000000.0,208000000.0,669000000.0,93000000.0,-4337000000.0,4306000000.0,31000000.0,38000000.0,13000000.0,51000000.0,4443000000.0,15363000000.0,19806000000.0,16845000000.0,36651000000.0,36651000000.0
