Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Other Special Charges,Gain On Sale Of Security,Selling General And Administration,General And Administrative Expense,Other Gand A,Total Revenue,Operating Revenue,Other Non Interest Expense
2025-12-31,4274644246.149062,0.219584,19467000000.0,19467000000.0,329943000000.0,337686000000.0,1159103000000.0,1496789000000.0,314750644246.14905,329943000000.0,,,,,329943000000.0,329943000000.0,329943000000.0,-1348000000.0,331291000000.0,331292000000.0,93215000000.0,424507000000.0,19467000000.0,-19467000000.0,0.0,543020000000.0,543020000000.0,543020000000.0,1072643000000.0,1072643000000.0,51310000000.0
2025-09-30,8956096585.21767,0.229185,39078000000.0,39078000000.0,399426000000.0,351210000000.0,1117519000000.0,1468729000000.0,369304096585.21765,399426000000.0,,,,,399426000000.0,399426000000.0,399426000000.0,-1491000000.0,400918000000.0,400917000000.0,119204000000.0,520121000000.0,39078000000.0,-39078000000.0,0.0,505442000000.0,505442000000.0,505442000000.0,1030811000000.0,1030811000000.0,81399000000.0
2025-06-30,2298982310.912717,0.229623,10012000000.0,10012000000.0,290521000000.0,301471000000.0,1121100000000.0,1422571000000.0,282807982310.9127,290521000000.0,2506490827.0,2506490827.0,115.9,115.9,290521000000.0,290521000000.0,290521000000.0,-1139000000.0,291660000000.0,291661000000.0,86934000000.0,378595000000.0,10012000000.0,-10012000000.0,0.0,460705000000.0,460705000000.0,460705000000.0,890231000000.0,890231000000.0,82942000000.0
2025-03-31,-4351392000.0,0.232,-18756000000.0,-18756000000.0,30059000000.0,307991000000.0,962191000000.0,1270182000000.0,44463608000.0,30059000000.0,,,,,30059000000.0,30059000000.0,30059000000.0,-278000000.0,30336000000.0,30336000000.0,-7489000000.0,22847000000.0,-18756000000.0,-4514000000.0,161293000000.0,482880000000.0,482880000000.0,482880000000.0,810685000000.0,810685000000.0,204285000000.0
2024-12-31,-771101635.560614,0.228069,-3381000000.0,-3381000000.0,289233000000.0,254407000000.0,1429672000000.0,1684079000000.0,291842898364.4394,289233000000.0,,,,,289233000000.0,289233000000.0,289233000000.0,-1072000000.0,290306000000.0,290307000000.0,85772000000.0,376079000000.0,-3381000000.0,3381000000.0,0.0,480654000000.0,480654000000.0,480654000000.0,964935000000.0,964935000000.0,139465000000.0
2024-09-30,317706835.427608,0.294719,1078000000.0,1078000000.0,276841000000.0,251382000000.0,1173095000000.0,1424477000000.0,276080706835.4276,276841000000.0,,,,,276841000000.0,276841000000.0,276841000000.0,-881000000.0,277721000000.0,277720000000.0,116052000000.0,393772000000.0,1078000000.0,-1078000000.0,0.0,425461000000.0,425461000000.0,425461000000.0,944501000000.0,944501000000.0,158001000000.0
2024-06-30,,,,,,,,,,,2534589882.0,2534589882.0,114.14,114.14,,,,,,,,,,,,,,,,,
