Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Total Revenue,Operating Revenue
2024-06-30,0.0,0.387695,24707000.0,15266000.0,24707000.0,24707000.0,207000.0,207000.0,15266000.0,15266000.0,289492000.0,24707000.0,15266000.0,15266000.0,0.0,15266000.0,15266000.0,15266000.0,9666000.0,24932000.0,31000.0,207000.0,207000.0,24707000.0,289492000.0,314199000.0,314199000.0,314199000.0
