Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.352182,225139000.0,145363000.0,1687419000.0,225139000.0,225139000.0,-752000.0,752000.0,145363000.0,145363000.0,2443900000.0,212650000.0,145363000.0,145363000.0,0.0,145363000.0,145363000.0,145362000.0,79025000.0,224387000.0,12488000.0,-752000.0,752000.0,212650000.0,756481000.0,969131000.0,1687419000.0,2656551000.0,2656551000.0
