Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,42954000.0,28494000.0,416539000.0,42954000.0,42954000.0,-440000.0,146000.0,28494000.0,28494000.0,1024868000.0,42955000.0,28494000.0,28494000.0,0.0,28494000.0,28494000.0,28495000.0,19392000.0,47887000.0,1529000.0,-440000.0,146000.0,42954000.0,608329000.0,651283000.0,416539000.0,1067821000.0,1067821000.0
