Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-11-30,,,,,,,,,,,,,,,,,77398408.0,77398408.0,10.72,10.77,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-56154430.379747,0.051899,1885000000.0,-1082000000.0,-1082000000.0,749000000.0,51064000000.0,803000000.0,803000000.0,-7000000.0,13000000.0,6000000.0,1774845569.620253,749000000.0,69301000000.0,1857000000.0,,,,,749000000.0,749000000.0,0.0,749000000.0,749000000.0,749000000.0,41000000.0,790000000.0,20000000.0,-1082000000.0,-47000000.0,1137000000.0,-8000000.0,-7000000.0,13000000.0,6000000.0,1858000000.0,18237000000.0,20095000000.0,51064000000.0,71159000000.0,71159000000.0
2024-05-31,-301121.656601,0.301122,2330000000.0,-1000000.0,-1000000.0,1619000000.0,50160000000.0,2329000000.0,2329000000.0,-6000000.0,11000000.0,5000000.0,1619698878.343399,1619000000.0,67010000000.0,2314000000.0,,,,,1619000000.0,1619000000.0,0.0,1619000000.0,1619000000.0,1620000000.0,698000000.0,2318000000.0,14000000.0,-1000000.0,-52000000.0,,12000000.0,-6000000.0,11000000.0,5000000.0,2313000000.0,16850000000.0,19163000000.0,50160000000.0,69324000000.0,69324000000.0
