Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
2025-09-30,158386120.0,150786576.0,36.31,38.14
2025-06-30,157811941.0,149627119.0,27.97,29.5
2024-12-31,156354394.0,149773913.0,27.54,28.75
2024-09-30,158427963.0,151724724.0,56.36,58.85
2024-06-30,159542137.0,152818916.0,150.7,157.33
