Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,-100264000.0,-50566000.0,197430000.0,-100264000.0,-100264000.0,268000.0,268000.0,-50566000.0,-50566000.0,992087000.0,-100264000.0,-50566000.0,-50566000.0,0.0,-50566000.0,-50566000.0,-50567000.0,1326000.0,-49241000.0,65923000.0,268000.0,268000.0,-100264000.0,794657000.0,694393000.0,197430000.0,891823000.0,891823000.0
