Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Research And Development,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,-198212000.0,-199844000.0,9403000.0,-198212000.0,-198212000.0,-9920000.0,1234000.0,0.0,-199844000.0,-199844000.0,249752000.0,-131049000.0,-199844000.0,-199844000.0,0.0,-199844000.0,0.0,-199844000.0,-199845000.0,399000.0,-199446000.0,-951000.0,-9920000.0,1234000.0,0.0,-131049000.0,240349000.0,65810000.0,174539000.0,109300000.0,9403000.0,118703000.0,118703000.0
