Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,100396651.0,100396651.0,22.69,22.69,,,,,,,,,,,,,,,,,,,,,
2024-08-31,-1343673.160583,0.335918,5409000000.0,-4000000.0,-4000000.0,3584000000.0,102309000000.0,5405000000.0,5405000000.0,-105000000.0,118000000.0,13000000.0,3586656326.839417,3584000000.0,119458000000.0,5634000000.0,,,,,3584000000.0,3584000000.0,0.0,3584000000.0,73000000.0,3510000000.0,3511000000.0,1776000000.0,5287000000.0,-171000000.0,-4000000.0,4000000.0,-105000000.0,118000000.0,13000000.0,5634000000.0,17149000000.0,22783000000.0,102309000000.0,125093000000.0,125093000000.0
2024-05-31,-22571765.260429,0.327127,4408000000.0,-69000000.0,-69000000.0,2901000000.0,103041000000.0,4339000000.0,4339000000.0,-48000000.0,96000000.0,48000000.0,2947428234.739571,2901000000.0,120109000000.0,4449000000.0,100380623.0,100380623.0,28.9,28.9,2901000000.0,2901000000.0,0.0,2901000000.0,46000000.0,2855000000.0,2855000000.0,1388000000.0,4243000000.0,-12000000.0,-69000000.0,69000000.0,-48000000.0,96000000.0,48000000.0,4449000000.0,17068000000.0,21517000000.0,103041000000.0,124558000000.0,124558000000.0
