Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.298776,78227000.0,58386000.0,499600000.0,78227000.0,78227000.0,14000.0,14000.0,58386000.0,58386000.0,1002716000.0,78227000.0,58386000.0,58386000.0,0.0,58386000.0,2393000.0,55991000.0,55992000.0,23857000.0,79849000.0,1608000.0,14000.0,14000.0,78227000.0,503116000.0,581343000.0,499600000.0,1080943000.0,1080943000.0
