Date,Open,High,Low,Close,Volume
2008-11-06 00:00:00+09:00,296.6257731119792,320.3558349609375,291.08875868055554,302.55828857421875,0
2008-11-07 00:00:00+09:00,298.6032848727319,324.3108524445565,294.2527734375,306.5133056640625,0
2008-11-10 00:00:00+09:00,316.400784653569,316.400784653569,294.2527297278192,295.0437316894531,0
2008-11-11 00:00:00+09:00,297.81223855517186,308.0952640564128,294.2527297278192,295.0437316894531,0
2008-11-12 00:00:00+09:00,298.998766014613,305.3267822265625,296.23025892188514,305.3267822265625,0
2008-11-13 00:00:00+09:00,300.5807560048205,300.5807560048205,292.6707361099568,297.416748046875,0
2008-11-14 00:00:00+09:00,296.62572183916643,299.78972953878423,292.67071221464425,294.2527160644531,0
2008-11-17 00:00:00+09:00,294.2527424340109,294.2527424340109,285.1562194824219,285.1562194824219,0
2008-11-18 00:00:00+09:00,289.1112151239959,292.67072392853214,278.4326887103873,280.8056945800781,0
2008-11-19 00:00:00+09:00,281.2012466083873,281.2012466083873,276.85073505748403,278.4327392578125,0
2008-11-20 00:00:00+09:00,278.43271205357144,278.43271205357144,276.8507080078125,276.8507080078125,0
2008-11-21 00:00:00+09:00,276.8507249717385,280.8057353284776,276.0597229003906,276.0597229003906,0
2008-11-25 00:00:00+09:00,283.9696784898031,284.7606803797468,276.85066148030944,281.201171875,0
2008-11-26 00:00:00+09:00,284.36520338461435,284.36520338461435,280.8056945800781,280.8056945800781,0
2008-11-27 00:00:00+09:00,276.0596916647518,276.85069364659927,268.940673828125,268.940673828125,0
2008-11-28 00:00:00+09:00,272.8956837373621,276.85069364659927,268.940673828125,268.940673828125,0
2008-12-01 00:00:00+09:00,300.5807189941406,308.49073791503906,279.61916885375973,300.5807189941406,0
2008-12-02 00:00:00+09:00,296.62575857979914,296.62575857979914,276.8507080078125,276.8507080078125,0
2008-12-03 00:00:00+09:00,277.64167689340815,281.9921875,270.1271585729313,281.9921875,0
2008-12-04 00:00:00+09:00,284.76073868476504,284.76073868476504,275.6642150878906,275.6642150878906,0
2008-12-05 00:00:00+09:00,274.0822000052183,274.0822000052183,249.16563636838023,259.0531616210937,0
2008-12-08 00:00:00+09:00,259.0531593201652,259.0531593201652,249.16563415527344,249.16563415527344,0
2008-12-09 00:00:00+09:00,249.56111248385525,253.12062121975805,245.21060180664065,245.21060180664065,0
