Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-04-30,,,,,,,,,,,,,,,,,31597068.0,31597068.0,-90.04,-90.04,,,,,,,,,,,,,,,,,,,,,
2024-07-31,9623511.904762,0.331845,2924000000.0,29000000.0,29000000.0,1759000000.0,34899000000.0,2953000000.0,2953000000.0,-130000000.0,265000000.0,135000000.0,1739623511.904762,1759000000.0,61484000000.0,2930000000.0,,,,,1759000000.0,1759000000.0,0.0,1759000000.0,-37000000.0,1796000000.0,1796000000.0,892000000.0,2688000000.0,35000000.0,29000000.0,,-130000000.0,265000000.0,135000000.0,2931000000.0,26585000000.0,29516000000.0,34899000000.0,64414000000.0,64414000000.0
2024-04-30,1214542046.342098,0.237959,-952000000.0,5104000000.0,5104000000.0,3146000000.0,28925000000.0,4152000000.0,4152000000.0,-142000000.0,311000000.0,169000000.0,-743457953.657902,3146000000.0,53774000000.0,-611000000.0,31492204.0,31492204.0,99.91,99.91,3146000000.0,3146000000.0,0.0,3146000000.0,219000000.0,2927000000.0,2927000000.0,914000000.0,3841000000.0,89000000.0,-29000000.0,29000000.0,-142000000.0,311000000.0,169000000.0,-611000000.0,24849000000.0,24238000000.0,28925000000.0,53164000000.0,53164000000.0
