Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
2025-06-30,920407751.0,920407751.0,99.08,99.08
2024-12-31,922898032.0,922819421.0,117.39,117.4
2024-09-30,926498137.0,926498137.0,99.29,99.29
2024-06-30,942191122.0,942110234.0,116.47,116.48
