Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-11-30,,,,,,,,,,,,,,,,307247494.0,306825512.0,479.89,480.55,,,,,,,,,,,,,,,,,,,,,
2024-11-30,,,,,,,,,,,,,,,,307240809.0,306755155.0,429.51,430.19,,,,,,,,,,,,,,,,,,,,,
2024-08-31,0.0,0.223657,135538000000.0,59161000000.0,52856000000.0,343238000000.0,135538000000.0,82682000000.0,-19666000000.0,3248000000.0,-16418000000.0,59161000000.0,59161000000.0,638274000000.0,99101000000.0,,,,,59161000000.0,59161000000.0,0.0,59161000000.0,-2507000000.0,61668000000.0,61668000000.0,17766000000.0,79434000000.0,-19666000000.0,3248000000.0,-16418000000.0,99061000000.0,295036000000.0,2752000000.0,301841000000.0,301841000000.0,394097000000.0,343238000000.0,737335000000.0,737335000000.0
2024-05-31,0.0,0.313235,233042000000.0,116927000000.0,51781000000.0,333771000000.0,233042000000.0,181261000000.0,33654000000.0,2890000000.0,36544000000.0,116927000000.0,116927000000.0,623172000000.0,144718000000.0,307239141.0,306715283.0,380.57,381.22,116926000000.0,116926000000.0,1000000.0,116927000000.0,-5572000000.0,122499000000.0,122499000000.0,55872000000.0,178371000000.0,33654000000.0,2890000000.0,36544000000.0,144329000000.0,289401000000.0,1090000000.0,291799000000.0,291799000000.0,433730000000.0,333771000000.0,767502000000.0,767502000000.0
