Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-09-30,0.0,0.328411,17868000000.0,6255000000.0,8109000000.0,66654000000.0,17868000000.0,9759000000.0,173000000.0,347000000.0,520000000.0,6255000000.0,6255000000.0,75732000000.0,9357000000.0,,,,,6255000000.0,6255000000.0,0.0,6255000000.0,-66000000.0,6321000000.0,6321000000.0,3091000000.0,9412000000.0,173000000.0,347000000.0,520000000.0,9357000000.0,9078000000.0,12000000.0,10269000000.0,10269000000.0,18435000000.0,66654000000.0,85089000000.0,85089000000.0
2025-06-30,0.0,0.336064,14109000000.0,3777000000.0,7963000000.0,60128000000.0,14109000000.0,6146000000.0,-186000000.0,409000000.0,223000000.0,3777000000.0,3777000000.0,70790000000.0,6031000000.0,177824859.0,176908665.0,21.24,21.35,3777000000.0,3777000000.0,0.0,3777000000.0,-32000000.0,3809000000.0,3809000000.0,1928000000.0,5737000000.0,-186000000.0,409000000.0,223000000.0,6031000000.0,10662000000.0,94000000.0,10584000000.0,10584000000.0,16693000000.0,60128000000.0,76821000000.0,76821000000.0
2025-03-31,0.0,0.28141,17018000000.0,6147000000.0,8092000000.0,68047000000.0,17018000000.0,8926000000.0,-653000000.0,330000000.0,-323000000.0,6147000000.0,6147000000.0,78122000000.0,9399000000.0,,,,,6147000000.0,6147000000.0,0.0,6147000000.0,-30000000.0,6177000000.0,6177000000.0,2419000000.0,8596000000.0,-653000000.0,330000000.0,-323000000.0,9399000000.0,10075000000.0,21000000.0,10084000000.0,10084000000.0,19474000000.0,68047000000.0,87521000000.0,87521000000.0
2024-12-31,0.0,0.326436,17362000000.0,6313000000.0,7922000000.0,64031000000.0,17362000000.0,9440000000.0,722000000.0,-32000000.0,690000000.0,6313000000.0,6313000000.0,73365000000.0,8923000000.0,,,,,6313000000.0,6313000000.0,0.0,6313000000.0,-67000000.0,6380000000.0,6380000000.0,3092000000.0,9472000000.0,722000000.0,-32000000.0,690000000.0,8923000000.0,9334000000.0,60000000.0,9305000000.0,9305000000.0,18257000000.0,64031000000.0,82288000000.0,82288000000.0
2024-09-30,0.0,0.315123,14414000000.0,4151000000.0,7759000000.0,58468000000.0,14414000000.0,6655000000.0,-1294000000.0,578000000.0,-716000000.0,4151000000.0,4151000000.0,67706000000.0,7300000000.0,,,,,4151000000.0,4151000000.0,0.0,4151000000.0,-11000000.0,4162000000.0,4162000000.0,1915000000.0,6077000000.0,-1294000000.0,578000000.0,-716000000.0,7300000000.0,9238000000.0,17000000.0,9282000000.0,9282000000.0,16538000000.0,58468000000.0,75006000000.0,75006000000.0
2024-06-30,,,,,,,,,,,,,,,,177742108.0,176890309.0,18.69,18.78,,,,,,,,,,,,,,,,,,,,,
