Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-05-31,,,,,,,,,,,,,,,,,73048433.0,72965282.0,35.1,35.14,,,,,,,,,,,,,,,,,,,,,
2024-08-31,272228257.355318,0.283867,5239000000.0,959000000.0,959000000.0,4310000000.0,16042000000.0,6198000000.0,6198000000.0,721000000.0,12000000.0,733000000.0,3623228257.355318,4310000000.0,34789000000.0,4857000000.0,,,,,4310000000.0,4310000000.0,0.0,4310000000.0,-121000000.0,4430000000.0,4430000000.0,1756000000.0,6186000000.0,108000000.0,8000000.0,-8000000.0,721000000.0,12000000.0,733000000.0,4857000000.0,18747000000.0,23604000000.0,16042000000.0,39646000000.0,39646000000.0
2024-05-31,380647288.503254,0.281128,5565000000.0,1354000000.0,1354000000.0,4788000000.0,15005000000.0,6919000000.0,6919000000.0,724000000.0,4000000.0,728000000.0,3814647288.503254,4788000000.0,31660000000.0,4149000000.0,75023504.0,74943114.0,63.82,63.89,4788000000.0,4788000000.0,0.0,4788000000.0,-182000000.0,4971000000.0,4971000000.0,1944000000.0,6915000000.0,302000000.0,2000000.0,-2000000.0,724000000.0,4000000.0,728000000.0,4149000000.0,16655000000.0,20804000000.0,15005000000.0,35810000000.0,35810000000.0
