Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,252193000.0,346468000.0,2492473000.0,252193000.0,252193000.0,-5763000.0,5763000.0,346468000.0,346468000.0,2783147000.0,252304000.0,346468000.0,346468000.0,0.0,346468000.0,346468000.0,346468000.0,-100038000.0,246430000.0,4906000.0,-5763000.0,5763000.0,252304000.0,290674000.0,542978000.0,2492473000.0,3035452000.0,3035452000.0
