Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,-205561000.0,-210612000.0,334520000.0,-205561000.0,-205561000.0,-2328000.0,2328000.0,0.0,-210612000.0,-210612000.0,1183177000.0,-205188000.0,-210612000.0,-210612000.0,0.0,-210612000.0,-210612000.0,-210612000.0,2723000.0,-207889000.0,-384000.0,-2328000.0,2328000.0,0.0,-205187000.0,848657000.0,643470000.0,334520000.0,977989000.0,977989000.0
