Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.232,-97704000.0,-106542000.0,832482000.0,-97704000.0,-97704000.0,-5077000.0,5078000.0,1000.0,-106542000.0,-106542000.0,1238987000.0,-143837000.0,-106542000.0,-106542000.0,0.0,-106542000.0,150000.0,-106692000.0,-106692000.0,3910000.0,-102782000.0,60032000.0,-5077000.0,5078000.0,1000.0,-143837000.0,406505000.0,262668000.0,832482000.0,1095150000.0,1095150000.0
