Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-03-31,-321784000.0,0.232,-564000000.0,-1387000000.0,-1387000000.0,-2564000000.0,11086000000.0,-1951000000.0,-1951000000.0,-16000000.0,67000000.0,51000000.0,-1498784000.0,-2564000000.0,13565000000.0,-145000000.0,,,,,-2564000000.0,-2564000000.0,0.0,-2564000000.0,-2564000000.0,-2565000000.0,547000000.0,-2018000000.0,204000000.0,-1389000000.0,531000000.0,-11000000.0,-16000000.0,67000000.0,51000000.0,-144000000.0,2479000000.0,2335000000.0,11086000000.0,13421000000.0,13421000000.0
2024-12-31,-3757062.146893,0.089454,1151000000.0,-42000000.0,-42000000.0,967000000.0,8759000000.0,1109000000.0,1109000000.0,-15000000.0,47000000.0,32000000.0,1005242937.853107,967000000.0,11200000000.0,-183000000.0,,,,,967000000.0,967000000.0,0.0,967000000.0,967000000.0,967000000.0,95000000.0,1062000000.0,84000000.0,-40000000.0,-38000000.0,78000000.0,-15000000.0,47000000.0,32000000.0,-184000000.0,2441000000.0,2257000000.0,8759000000.0,11016000000.0,11016000000.0
2024-09-30,-19024000.0,0.232,-818000000.0,-82000000.0,-82000000.0,-1088000000.0,9478000000.0,-900000000.0,-900000000.0,6000000.0,58000000.0,64000000.0,-1025024000.0,-1088000000.0,11716000000.0,172000000.0,,,,,-1088000000.0,-1088000000.0,0.0,-1088000000.0,-1088000000.0,-1087000000.0,129000000.0,-958000000.0,296000000.0,-84000000.0,82000000.0,,6000000.0,58000000.0,64000000.0,172000000.0,2238000000.0,2410000000.0,9478000000.0,11888000000.0,11888000000.0
2024-06-30,0.0,0.157729,1000000000.0,0.0,0.0,801000000.0,9477000000.0,1000000000.0,1000000000.0,-24000000.0,49000000.0,25000000.0,801000000.0,801000000.0,11789000000.0,-64000000.0,6333518.0,6333518.0,126.47,126.47,801000000.0,801000000.0,0.0,801000000.0,801000000.0,801000000.0,150000000.0,951000000.0,128000000.0,2000000.0,-2000000.0,,-24000000.0,49000000.0,25000000.0,-64000000.0,2312000000.0,2248000000.0,9477000000.0,11726000000.0,11726000000.0
