Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2025-12-31,0.0,0.300045,49385000000.0,27861000000.0,9446000000.0,66065000000.0,49385000000.0,39939000000.0,1489000000.0,135000000.0,1624000000.0,27861000000.0,27861000000.0,90661000000.0,37520000000.0,135555920.0,135555920.0,548.46,548.46,27861000000.0,27861000000.0,0.0,27861000000.0,0.0,27861000000.0,27861000000.0,11943000000.0,39804000000.0,1489000000.0,135000000.0,1624000000.0,37520000000.0,24596000000.0,-789000000.0,25385000000.0,25385000000.0,62116000000.0,66065000000.0,128181000000.0,128181000000.0
2025-09-30,0.0,0.286387,47087000000.0,26652000000.0,9941000000.0,64791000000.0,47087000000.0,37146000000.0,659000000.0,-202000000.0,457000000.0,26652000000.0,26652000000.0,91339000000.0,36536000000.0,,,,,26652000000.0,26652000000.0,0.0,26652000000.0,0.0,26652000000.0,26652000000.0,10696000000.0,37348000000.0,659000000.0,-202000000.0,457000000.0,36536000000.0,26548000000.0,903000000.0,25645000000.0,25645000000.0,63084000000.0,64791000000.0,127875000000.0,127875000000.0
2025-06-30,0.0,0.288849,33583000000.0,19834000000.0,5294000000.0,49010000000.0,33583000000.0,28289000000.0,-23000000.0,399000000.0,376000000.0,19834000000.0,19834000000.0,69232000000.0,27732000000.0,135556766.0,135556766.0,146.32,146.32,19834000000.0,19834000000.0,0.0,19834000000.0,0.0,19834000000.0,19834000000.0,8056000000.0,27890000000.0,-23000000.0,399000000.0,376000000.0,27732000000.0,20222000000.0,-85000000.0,20307000000.0,20307000000.0,47954000000.0,49010000000.0,96964000000.0,96964000000.0
2025-03-31,0.0,0.238928,22622000000.0,11582000000.0,7286000000.0,59171000000.0,22622000000.0,15336000000.0,138000000.0,118000000.0,256000000.0,11582000000.0,11582000000.0,95529000000.0,15244000000.0,,,,,11582000000.0,11582000000.0,0.0,11582000000.0,0.0,11582000000.0,11582000000.0,3636000000.0,15218000000.0,138000000.0,118000000.0,256000000.0,15244000000.0,36358000000.0,6730000000.0,29628000000.0,29628000000.0,51602000000.0,59171000000.0,110773000000.0,110773000000.0
2024-12-31,0.0,0.295779,48941000000.0,26709000000.0,10894000000.0,67858000000.0,48941000000.0,38047000000.0,790000000.0,120000000.0,910000000.0,26709000000.0,26709000000.0,89889000000.0,36856000000.0,135557178.0,135557178.0,465.56,465.56,26709000000.0,26709000000.0,0.0,26709000000.0,0.0,26709000000.0,26709000000.0,11218000000.0,37927000000.0,790000000.0,120000000.0,910000000.0,36856000000.0,22031000000.0,70000000.0,21961000000.0,21961000000.0,58887000000.0,67858000000.0,126745000000.0,126745000000.0
2024-09-30,0.0,0.29099,30155000000.0,17241000000.0,5736000000.0,49350000000.0,30155000000.0,24419000000.0,-454000000.0,102000000.0,-352000000.0,17241000000.0,17241000000.0,69346000000.0,24699000000.0,,,,,17241000000.0,17241000000.0,0.0,17241000000.0,0.0,17241000000.0,17241000000.0,7076000000.0,24317000000.0,-454000000.0,102000000.0,-352000000.0,24699000000.0,19996000000.0,369000000.0,19627000000.0,19627000000.0,44695000000.0,49350000000.0,94045000000.0,94045000000.0
2024-06-30,,,,,,,,,,,,,,,,135557763.0,135557763.0,141.35,141.35,,,,,,,,,,,,,,,,,,,,,
